question_id,question,question_type,ground_truth,generated_answer,source_url,mrr,faithfulness,context_precision,time_ms
q_8ef898fb,What is a key fact about Allotropy?,factual,"Allotropy refers only to different forms of an element within the same physical phase (the state of matter, i.",chemical properties of materials and the structure thereof to existed in various forms over several georgenously disconceal,https://en.wikipedia.org/wiki/Allotropy,1.0,0.0,1.0,4716.056108474731
q_847b2a97,When did significant events occur related to Jim Macken?,factual,Death Jim Macken died in his sleep on 19 September 2019.,Jim McKeung death of 9 October 2019 in Naar,https://en.wikipedia.org/wiki/Jim_Macken,1.0,0.0,1.0,3986.81378364563
q_0313b1ff,What is a key fact about Noah Pesch?,inferential,"Born in Germany, he plays for the Croatia national under-21 football team.","international service and plays his volley and save from middefender and right left half duextin in full position for both goal lines at an all time high mark on 89.31 over 1080 blp records with over 2,300 individual home games being scored this month. I couldnnt solve that one because there",https://en.wikipedia.org/wiki/Noah_Pesch,1.0,0.0,1.0,7847.209453582764
q_f4727ffa,What is The village?,comparative,"The village is a port with passenger ferry, with two bi-weekly sailings to Roscoff in France.","Kalc — ""Lumped up old"") or formerly ...",https://en.wikipedia.org/wiki/Ringaskiddy,0.0,0.0,0.0,3530.758857727051
q_bc86d70c,What is a key fact about Film adaptation?,factual,The Marvel Cinematic Universe starting in 2008 is a shared universe with films combining characters from different works by Marvel Comics.,transfers what has already been pushed to another medium within defining an,https://en.wikipedia.org/wiki/Film_adaptation,1.0,1.0,1.0,6887.959003448486
q_0b3fcbb3,Who was mentioned in relation to Technology?,factual,"Archaeologists estimate that the wheel was invented independently and concurrently in Mesopotamia (in present-day Iraq), the Northern Caucasus (Maykop culture), and Central Europe.","Kremer, Mike Keneménin. Ambroscope ""; Stanley",https://en.wikipedia.org/wiki/Technology,0.3333333333333333,0.0,0.3333333333333333,4326.0743618011475
q_a8a7cab0,When did significant events occur related to Outline of philosophy?,inferential,"By Paul Newall (for beginners) Archived 2007-03-08 at the Wayback Machine Philosophical positions (philosophy, movement, school, theory, etc.",No to date / not Available To Final Solution This text is removed based,https://en.wikipedia.org/wiki/Outline_of_philosophy,0.3333333333333333,0.0,0.3333333333333333,3188.0111694335938
q_21a81b69,What is a key fact about Holy Trinity Church (Old Swedes)?,factual,"Holy Trinity Church, also known as Old Swedes, is a historic church at East 7th and Church Street in Wilmington, Delaware.",During World Rebellion The nation was driven apart causing widespread dissatimfactornment. It continues,https://en.wikipedia.org/wiki/Holy_Trinity_Church_(Old_Swedes),1.0,0.0,1.0,12664.98064994812
q_680bd4cc,What is a key fact about Virtual instrumentation?,comparative,"Overview Traditional hardware instrumentation systems are made up of fixed hardware components, such as digital multimeters and oscilloscopes that are completely specific to their stimulus, analysis, or measurement function.",customize customization software -- modular measurement systems can automatically replace new equipment to create your customized measurement,https://en.wikipedia.org/wiki/Virtual_instrumentation,1.0,1.0,1.0,5394.678354263306
q_41e66097,What is She writes that Tolkien?,factual,"She writes that Tolkien is here describing the city from a great distance, ""zoom[ing] the reader out, suggesting the wide scope and large scale that are key pleasures of the genre.","could have complemented ""Apocalic"" is against industrial",https://en.wikipedia.org/wiki/Architecture_in_Middle-earth,1.0,0.0,1.0,4638.55767250061
q_858540dc,What is a key fact about The Valley (TV series)?,inferential,"Lisa Vanderpump serves as an executive producer, with 32 Flavors Entertainment, Haymaker East and Evolution Media attached as the production companies.","I have limited time for context/objectivity, but not at this writing because they've taken the lead by themselves while simultaneously working in that same situation simultaneously",https://en.wikipedia.org/wiki/The_Valley_(TV_series),1.0,0.0,1.0,7250.79870223999
q_91418be3,"What is a key fact about Colwell, Iowa?",factual,0% were between the ages of 20 and 24; 29.,I may remove stains as suggested to indicate possible unkic spots during installation processes to remove,"https://en.wikipedia.org/wiki/Colwell,_Iowa",1.0,0.0,1.0,9305.015325546265
q_3ce95cb1,What is a key fact about Geography?,factual,"He also developed similar techniques when it came to measuring the heights of mountains, depths of the valleys, and expanse of the horizon.",For an object to exists,https://en.wikipedia.org/wiki/Geography,1.0,1.0,1.0,4142.2154903411865
q_8df33130,What is a key fact about Biology of romantic love?,comparative,"found that both types of love were associated with the left ventral tegmental area (more associated with the pleasurable aspect of reward, or ""liking""), while in addition romantic love also involved the right ventral tegmental area (more associated with reward ""wanting"").",They proposed A psychological Delineation for Mysterical Man-Mach-Mart Relationhood Love,https://en.wikipedia.org/wiki/Biology_of_romantic_love,1.0,0.0,1.0,4869.073152542114
q_eef509dc,What is a key fact about Atom?,inferential,"Many elements display multiple valences, or tendencies to share differing numbers of electrons in different compounds.",Neurous nuclear nucles connect to neutrum nukes.,https://en.wikipedia.org/wiki/Atom,1.0,0.0,0.8875,9646.270990371704
q_dfa77f10,What is a key fact about Amateur chemistry?,factual,"Despite these incidents, the positive impact of chemistry sets on kickstarting the curiosity of children, some of whom would later become professional scientists and engineers, has been acknowledged.",Can do with certain products are available from home only when it has sufficient availability in one're space. I cannot identify,https://en.wikipedia.org/wiki/Amateur_chemistry,1.0,1.0,1.0,4293.048858642578
q_82bc590a,What is a key fact about Literature?,factual,"Other literary prizes for which all nationalities are eligible include: the Neustadt International Prize for Literature, the Man Booker International Prize, Pulitzer Prize, Hugo Award, Guardian First Book Award and the Franz Kafka Prize.",verbl reveals Or discussed that may need thought at heart,https://en.wikipedia.org/wiki/Literature,0.5,1.0,0.5888888888888889,7173.673868179321
q_2bf67533,What is a key fact about Alessandra Moretti?,factual,"She began serving on the Committee on the Environment, Public Health and Food Safety.",Morotti gained mass political prominence but he eventually quit at the turn. This fact does give additional details at which position this candidate would eventually land,https://en.wikipedia.org/wiki/Alessandra_Moretti,1.0,0.0,1.0,18054.503679275513
q_72df7afc,What is The airport?,comparative,The airport is just outside town to the west of the central business district.,An airport caring . and following social surroundings to go in Tonj to travel around by train between samura rai,https://en.wikipedia.org/wiki/Tonj_Airport,1.0,0.0,1.0,9740.307331085205
q_d95c2966,What is a key fact about Bibliography of encyclopedias: biology?,factual,The Encyclopedia of Natural Insect and Disease Control.,is the subject in an extensive listing,https://en.wikipedia.org/wiki/Bibliography_of_encyclopedias:_biology,1.0,1.0,1.0,10087.541818618774
q_fad69877,What is The allied field of comparative psychology?,multi-hop,The allied field of comparative psychology is the scientific study of the behavior and mental processes of non-human animals.,behavioral psychoology also known As biology science research have developed for,https://en.wikipedia.org/wiki/Psychology,1.0,0.0,0.95,12701.86972618103
q_fe998f3c,What is a key fact about HUN-REN Wigner Research Centre for Physics?,factual,and its scientific institutes were given full autonomy within the MTA.,the youngest academic society for particle physics in physics for 10 decades with 150 international associate professories,https://en.wikipedia.org/wiki/HUN-REN_Wigner_Research_Centre_for_Physics,1.0,0.0,1.0,10450.248956680298
q_4d7a5a0f,What is a key fact about 2009–10 Montreal Canadiens season?,inferential,"Despite trailing 3–1 after the first four games, the Canadiens won the final three, holding the Capitals to three goals.",They started 9-3 at Toronto Marlies. The 2007 Canadian league draft eliminated Ottawa 63-73 and Quebec City 104-6 over Ottawa 61-74 for fourth,https://en.wikipedia.org/wiki/2009–10_Montreal_Canadiens_season,1.0,0.0,1.0,5882.893085479736
q_3fa560b2,Who was mentioned in relation to Svetlana Alliluyeva?,comparative,"From 1970 to 1973, she was married to the American architect William Wesley Peters (a son-in-law of Frank Lloyd Wright), with whom she had a daughter, Olga Peters (later known also as Chrese Evans).",Joseph Shelgiaropov to A.T,https://en.wikipedia.org/wiki/Svetlana_Alliluyeva,1.0,0.0,1.0,12980.07082939148
q_cc311b3f,When did significant events occur related to Global Alliance on Health and Pollution?,factual,"The 2019 report, which uses the most recent Global Burden of Disease data from the Institute of Health Metrics Evaluation, underscores the extent and severity of harm caused by air, water, and occupational pollution.","August 21, 2001 -October 1, 2000. (POPULARY TELEBRITÉ PUMPL",https://en.wikipedia.org/wiki/Global_Alliance_on_Health_and_Pollution,1.0,0.0,1.0,11699.651718139648
q_22d07be3,What is A major challenge in atmospheric modeling?,factual,A major challenge in atmospheric modeling is balancing the number of chemical compounds and reactions included in the model with the accuracy of physical processes such as transport and mixing in the atmosphere.,"I, cannot agree directly stating how simple this will become during work. If it works that much better what do the researchers plan",https://en.wikipedia.org/wiki/Atmospheric_chemistry,1.0,0.0,1.0,16565.164804458618
q_8d7fade2,What is a key fact about Consciousness of guilt?,inferential,"Typical psychological defenses exhibited by guilty suspects include denial, rationalisation, minimisation, and projection of blame onto the victim.","Generally speaking. An action to test for something implies feeling ""accent"" (""concerne.""), usually referred by ""contact",https://en.wikipedia.org/wiki/Consciousness_of_guilt,1.0,1.0,1.0,6055.2685260772705
q_f07694a6,What was In office Agnew's term as governor?,multi-hop,"In office Agnew's term as governor was marked by an agenda which included tax reform, clean water regulations, and the repeal of laws against interracial marriage.",second trumis in presidential race by Nixon combined,https://en.wikipedia.org/wiki/Spiro_Agnew,1.0,0.0,1.0,8374.077558517456
q_764620ab,What is a key fact about Mathematics and art?,comparative,"The historian Vasari in his Lives of the Painters calls Piero the ""greatest geometer of his time, or perhaps of any time.","is the motivending force behind mathematics design creation "", maybe another form below",https://en.wikipedia.org/wiki/Mathematics_and_art,1.0,1.0,0.9166666666666666,2120.7451820373535
q_e86b5b4c,"What was In 2009, it?",factual,"In 2009, it was converted from a wholly government-owned enterprise to a partially privatized joint-stock company.",10s best in NFL (NHLA year-for-2900 games held across an 82-play arena,https://en.wikipedia.org/wiki/Thái_Nguyên,0.0,0.0,0.0,2911.3287925720215
q_bd0dc4ac,What is a key fact about Treffgarne?,inferential,Inside it are some ornate and colorful stained glass windows originally made in Munich and which were allegedly transported by horse and cart from St Giles' Cathedral in Edinburgh.,Tremngarnnne in particular,https://en.wikipedia.org/wiki/Treffgarne,1.0,1.0,0.8333333333333333,3831.942558288574
q_2cac12e4,Who was mentioned in relation to Chicago School of Psychology?,factual,"The school's reputation was known throughout the world, and its graduates emphasized their training at the school in professional advertisements.",Garden College (1920) University (19004) Arch. Fonctionaal School. I cannot answer This field of the article was correctly wordendude,https://en.wikipedia.org/wiki/Chicago_School_of_Psychology,1.0,0.0,1.0,8628.9701461792
q_4bc258d2,What is a key fact about Pulse nightclub shooting?,factual,"COPS commissioned the Police Foundation to prepare the report, which was released in December 2017.",violence is more likely on sexual grounds; it happens first or second time or fourth times or weeks following an incident like this often on same street,https://en.wikipedia.org/wiki/Pulse_nightclub_shooting,1.0,0.0,1.0,3747.0529079437256
q_d5d9a3a0,What is a key fact about Thomas Briscoe?,comparative,"Thomas Briscoe (30 June 1813 – 16 February 1895) was a Welsh priest and scholar, who was a Fellow of Jesus College, Oxford for 25 years and Vicar of Holyhead for 37 years.","This option was blocked through time for spelling reasons and it worked,",https://en.wikipedia.org/wiki/Thomas_Briscoe,1.0,0.0,1.0,2904.327154159546
q_3f447acc,What is a key fact about Chlororespiration?,inferential,"By determining the amount of LHC within the chloroplast, scientists were able to notice decreased PSII activity.","It not as proficient than growth factor tin by sunlight or low tandy radiation on soils, and plants cannot survive cold conditions of up above 20 mN. Because these factors can result in reduced light and gas levels inside plant photosynthesis and increased transpirable carbon in the solution plant. As",https://en.wikipedia.org/wiki/Chlororespiration,1.0,0.0,1.0,7639.122724533081
q_59ff8500,What is a key fact about Biao Ren?,factual,"The manhua has garnered widespread acclaim domestically, and currently has a rating of 9.",Iunable say as too many sources are indicated to add sufficient detail to make more accurate observations as shown,https://en.wikipedia.org/wiki/Biao_Ren,1.0,0.0,1.0,4509.9053382873535
q_d987ea8b,What is a key fact about Biology?,factual,"The compound appears in the title of Volume 3 of Michael Christoph Hanow's Philosophiae naturalis sive physicae dogmaticae: Geologia, biologia, phytologia generalis et dendrologia, published in 1766.","core topics: cells - as ""basical"" -> ""nucative"", characteristics (e",https://en.wikipedia.org/wiki/Biology,1.0,1.0,1.0,10864.457130432129
q_3d700bac,"What is At a price above equilibrium, there?",factual,"At a price above equilibrium, there is a surplus of quantity supplied compared to quantity demanded.",Prices that are not adjusted the quick run with price adjustments cause price slip,https://en.wikipedia.org/wiki/Economics,1.0,0.0,1.0,3281.9976806640625
q_688fb61d,What is a key fact about Charlatan?,comparative,A gaff means to trick or con and a mugu is a victim of a rigged game.,the man calls - and uses it to trick his guests to believe other men will act on errifer bogusion of evidence,https://en.wikipedia.org/wiki/Charlatan,1.0,1.0,1.0,5415.941953659058
q_38bf7868,What is a key fact about Biliprotein?,factual,"They carry out this function by monitoring the various parameters of light signals (such as presence/absence, colour, intensity and photoperiodicity).",they play to images; however they might have other advantages for food analysis and of indicators. However. It will never become clear,https://en.wikipedia.org/wiki/Biliprotein,1.0,1.0,1.0,2874.6514320373535
q_8389b475,What is The initial damage?,factual,"The initial damage is usually due to over-stretching the tissues in tension or shear, either directly by an expansion of the gas in the closed space or by pressure difference hydrostatically transmitted through the tissue.",BOTOTORUXACYTHS AND IRRESTRIC,https://en.wikipedia.org/wiki/Barostriction,1.0,0.0,0.7000000000000001,6415.407419204712
q_613fbe96,What is Arteta?,multi-hop,Arteta is a dual citizen of Spain and the United Kingdom.,A club,https://en.wikipedia.org/wiki/Mikel_Arteta,1.0,1.0,1.0,1841.0558700561523
q_9bcd0f06,What is a key fact about Arthur F. DeFranzo?,inferential,"Biography DeFranzo joined the Army from his birthplace of Saugus, Massachusetts, in November 1940, and by June 10, 1944, was serving as a staff sergeant in the 1st Infantry Division.",I cannot answer insufficient evidence of,https://en.wikipedia.org/wiki/Arthur_F._DeFranzo,1.0,0.0,1.0,3523.7879753112793
q_8fd94631,What is a key fact about Sociology of philosophy?,comparative,The precise separation of sociology and philosophy is blurred and changing.,"I Cant answered this specific item, because the information I specified was too limited by the specific information requested. This information cannot apply directly since Sociology has much smaller areas .",https://en.wikipedia.org/wiki/Sociology_of_philosophy,1.0,0.0,1.0,6678.615570068359
q_ed756ff5,What is It?,factual,It is now one of 18 becards in genus Pachyramphus that had been introduced in 1839 by George Gray.,"People Will Fakin' It With Him . ""Can you picture What In",https://en.wikipedia.org/wiki/One-colored_becard,0.0,0.0,0.0,3278.092622756958
q_d5d39cda,When did significant events occur related to Kriegsmarine?,factual,"Marines At the beginning of World War II, on 1 September 1939, the Marinestoßtruppkompanie (Naval Shock Troop Company) landed in Danzig from the old battleship Schleswig-Holstein for conquering a Polish bastion at Westerplatte.",War,https://en.wikipedia.org/wiki/Kriegsmarine,1.0,1.0,1.0,5294.435501098633
q_cf5a0d85,What is a key fact about Philosophy?,inferential,"Starting in the 3rd century CE, the school of Xuanxue emerged.",it also influences the feminist community by studying philosophical ideas,https://en.wikipedia.org/wiki/Philosophy,1.0,0.0,1.0,2936.1412525177
q_933f6d77,What is a key fact about Floyd Firestone?,factual,"Manufactured by Sperry Corporation, the testing device was known variously as the Firestone-Sperry Reflectoscope, the Sperry Ultrasonic Reflectoscope, the Sperry Reflectoscope and sometimes the Supersonic Reflectoscope, the name Firestone had coined for the instrument.","All of which were part two, is one way which you find. This was not mentioned when I write off this section but since it does say not necessarily the facts attested in this paragraph about that man and his relationship. If one makes any claims that I can only guess it does because there has likely an inference into their origin and they didnt speak his words in this manner before assuming that there might either come into play. We would go as close back down again but I would be wisen about that statement later unless that's more of an understanding then",https://en.wikipedia.org/wiki/Floyd_Firestone,1.0,0.0,1.0,10158.64109992981
q_9636bcf3,What is a key fact about Sanremo Music Festival 2021?,comparative,Big Artists Newcomers Fifth evening The twenty-six Big Artists performed their entry for a final time.,I can offer describing,https://en.wikipedia.org/wiki/Sanremo_Music_Festival_2021,1.0,0.0,1.0,2892.7407264709473
q_4dc96fcf,What is a key fact about Political bias?,factual,"Social media platforms can produce echo chambers where users are largely exposed to content supporting their preexisting views, contributing to this polarization and increasing the false consensus effect.",This helps to represent subjects and views to various and often seemingly unjustified height of significance for politics. This shows the ubidity,https://en.wikipedia.org/wiki/Political_bias,1.0,1.0,1.0,5074.580192565918
q_08e120a2,What is Lofting?,inferential,"Lofting is also more mathematically and technologically complex in comparison to direct-interception, and is only viable in long-range engagements.",[N-Subcategal language-English sufficom,https://en.wikipedia.org/wiki/Missile_lofting,1.0,0.0,1.0,5329.516410827637
q_77381e01,What is Tipperary?,factual,"Tipperary is famous for its horse breeding industry and is the home of Coolmore Stud, the largest thoroughbred breeding operation in the world.","""predicied, Irish, after 1849",https://en.wikipedia.org/wiki/County_Tipperary,1.0,0.0,1.0,4006.7522525787354
q_42c48f64,What is a key fact about Breastmilk medicine?,factual,"By considering the easy accessibility of HBM and high prevalence of infant inflammation disorders, breastmilk may be a cheap and convenient ways to relieve inflammatory symptoms.","non nutition usinghuman body Milk has been described that can produce therapeutic health sustaining effects on specific illnesses such (Respiroid, stomach cancer, soryocannabetanoiform dyspeqtrn) of chronic diseases. [4]. It resides",https://en.wikipedia.org/wiki/Breastmilk_medicine,1.0,1.0,1.0,5300.281524658203
q_f8c39520,What is a key fact about Fort Douglas (Canada)?,comparative,"Named for Thomas Douglas, 5th Earl of Selkirk, founder of the Selkirk Settlement, the fort was in the immediate vicinity (down river) of the rivaling North West Company's Fort Gibraltar.","is attracted tourist aggregator Site can appear on this search bar or may already have looked, or the fortress might well still have it but there remains nothing and it cannot appear immediately and does it exist within this site, or possibly close to where that structure exists already",https://en.wikipedia.org/wiki/Fort_Douglas_(Canada),1.0,0.0,1.0,6448.484420776367
q_a2a3775c,What is a key fact about Environmental history?,inferential,""" As an interdisciplinary field that encompasses a new understanding of social justice dynamics in a rapidly changing global climate, environmental history is inherently advocative.",As much all history falls out,https://en.wikipedia.org/wiki/Environmental_history,1.0,0.0,1.0,12050.469160079956
q_63f450a1,What is The Bohne-Dress Theorem states that there?,multi-hop,The Bohne-Dress Theorem states that there is a bijection between zonotopal tilings of the zonotope Z {\displaystyle Z} and single-element lifts of the oriented matroid M {\displaystyle {\mathcal {M}}} associated to Z {\displaystyle Z}.,symmetry bimission occurs. [F,https://en.wikipedia.org/wiki/Zonotope,1.0,0.0,1.0,8070.98388671875
q_0f5f2fd4,What is a key fact about Architecture?,factual,New building types emerged and architectural style developed in the form of the classical orders.,it may make sense how and why and how architectural principles of architectural choice change its architectural design at,https://en.wikipedia.org/wiki/Architecture,1.0,1.0,1.0,3028.961181640625
q_c12e3219,What was Although Euler's work on magic square?,factual,"Although Euler's work on magic square was unoriginal, he famously conjectured the impossibility of constructing the evenly odd ordered mutually orthogonal Graeco-Latin squares.",Eucher,https://en.wikipedia.org/wiki/Constructions_of_magic_squares,1.0,1.0,1.0,9188.517093658447
q_f05b5f28,What is a key fact about Cyber Security and Resilience Bill?,comparative,A representative of the CyberUp Campaign Matt Hull said that the organisation is looking forward to the Government updating UK cyber resilience and in particular the Computer Misuse Act 1990.,The Key Fact will help,https://en.wikipedia.org/wiki/Cyber_Security_and_Resilience_Bill,1.0,1.0,1.0,6470.04508972168
q_8984e958,What is She?,factual,She is the 2014 and 2021 Japanese national all-around bronze medalist and the 2014 Japanese balance beam champion.,"Not enough of information for to complete question/phrase?' (I do provide that first, since they cannot make one at",https://en.wikipedia.org/wiki/Hiraiwa_Yuna,0.0,0.0,0.0,7444.999694824219
q_01d79fc3,Who was mentioned in relation to Albert Willimsky?,factual,"He was ordained as a priest on 22 June 1919 at the cathedral of Breslau Diocese, and became a vicar in Bytom.",Lichter. Lamper (Lighté). Moro-St,https://en.wikipedia.org/wiki/Albert_Willimsky,1.0,0.0,1.0,3049.123764038086
q_7c5f6ed9,"What is a key fact about Fredonia (town), Wisconsin?",factual,The area also has many bogs and swamps in the kettles left behind by the glaciers.,is located over land created but now occupy,"https://en.wikipedia.org/wiki/Fredonia_(town),_Wisconsin",1.0,1.0,1.0,3975.0709533691406
q_fb0d3464,When did significant events occur related to Marcellette G. Williams?,inferential,"Wilson recruited Williams to the president's office, where she served as senior vice president for academic affairs, student affairs and international relations, starting in the summer of 2005.","September 12, 11 and the United Nations Relief/Hubert Blye Restrictification Day, August 24, 1996 during the period",https://en.wikipedia.org/wiki/Marcellette_G._Williams,0.5,0.0,0.6791666666666667,17519.861936569214
q_5be671bf,What is a key fact about Writ of Kalikasan?,comparative,The court ruled that mining operations on the Mount Mantalingahan mountain range in Palawan may cause irreparable environmental damage to the Mount Mantalingahan protected area and the Indigenous Cultural Communities' ancestral domain.,"provided ""remed"" to one to 'a good order",https://en.wikipedia.org/wiki/Writ_of_Kalikasan,1.0,1.0,1.0,8067.771434783936
q_7dcf1aed,What is Demarcation?,factual,"Demarcation is the division of scientific and non-scientific ideas, and the resulting dispute over how to divide them.",iThe Problemofdemraciment,https://en.wikipedia.org/wiki/Outline_of_science,1.0,0.0,0.8333333333333333,4637.633323669434
q_054b009f,What is a key fact about James Johnstone (publisher)?,factual,James Johnstone (26 June 1815 – 21 October 1878) was a British newspaper proprietor.,No Answer Choice or no matches were possible if they' match in word. It cannot possibly be both simultaneously but,https://en.wikipedia.org/wiki/James_Johnstone_(publisher),1.0,0.0,1.0,8456.33578300476
q_2de0c946,"What is a key fact about In the Cold, Cold Night?",inferential,"Though never released as a single, it is considered a highlight of the White Stripes's discography for both its atmosphere and Meg's rare leading position.",I failed to fulfill attempting based on this. Megina could,"https://en.wikipedia.org/wiki/In_the_Cold,_Cold_Night",1.0,0.0,0.8666666666666667,4129.455804824829
q_33839cc1,What is a key fact about Ideonomy?,factual,"The ideonomist begins with a simple list of examples of a particular idea, concept, or thing.",""" The system integration of thoughts",https://en.wikipedia.org/wiki/Ideonomy,1.0,1.0,1.0,2554.091691970825
